Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
Medical Transcriber,Not Disclosed by Recruiter,3-5,x_-_ray medical_transcription ultrasound ct_scan,Drug_Regulatory_Affairs Documentation,DELHI,Medical Healthcare R&D Pharmaceuticals Biotechnology,Medical Healthcare Hospitals,Documentation/Medical Writing
PHP Developer,Not Disclosed by Recruiter,0-3,cms javascript wordpress drupal joomla ajax cakephp zend knowledge xhtml,Programming_&_Design,NOIDA GREATER,IT_Software,IT-Software Software_Services,Software Developer
Business Development Manager,Not Disclosed by Recruiter,1-2,sales management sales_management educational_sales,Sales,NOIDA,Sales Retail Business_Development,Education Teaching Training,Sales/Business Development Manager
Looking for a Job Change With a good package,Not Disclosed by Recruiter,1-5,outbound antivirus technical_support technical_support_associate process sales inbound_calls us_shift comp,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Huge Requirement for Customer Care Executive with Fixed Salary,Not Disclosed by Recruiter,0-2,technical_support english comp customer_care_executive inbound_calls antivirus issue software,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Assistant Manager BI I data Automation ,"6,50,000-12,00,000",5-7,c# application_development senior_level ms_sql visual_basic power_bi msbi ssis recruitment data_integration,N.A.,MUMBAI,IT_Software,Banking Financial_Services Broking,IT/Networking-Manager
Field Sales Executive,Not Disclosed by Recruiter,0-2,escalation_management field_sales_executive sales_achievement training insurance_sales,Sales,GHAZIABAD,Sales Retail Business_Development,Real_Estate Property,Sales Executive/Officer
Sr Manager Sales Capability Building,Not Disclosed by Recruiter,10-15,team_management salesforce usage sales skill_development training productivity_improvement training_management sales_budgeting tsi,Sales,KOLKATA,Sales Retail Business_Development,FMCG Foods Beverage,Sales Trainer
Service Ops Expert Servc Del Microland,Not Disclosed by Recruiter,2-5,networking unix change_management scheduling publishing incident_management vmware problem_management remedy sip,Voice,MUMBAI,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(Technical)
Regional Trainer Skin for Wellness Beauty Industry only Females ,"5,00,000-10,00,000",4-9,planning training training_manager trainer faculty,Teachers,INDORE AHMEDABAD,Teaching Education Training Counselling,Wellness Fitness Sports Beauty,Trainer
Sales Manager,Not Disclosed by Recruiter,3-6,sales billing ms_office business_reporting insurance_sales mis_preparation usage corporate networking retail,Sales,CHANDIGARH,Sales Retail Business_Development,IT-Software Software_Services,Sales/Business Development Manager
Field Support Team Supervisor,Not Disclosed by Recruiter,4-5,customer_support support_service field_support team management supervisor self_motivated continuous_improvement give enthusiastic,N.A.,AHMEDABAD,IT_Software,Other,Technical Support Engineer
Sr C Developer,Not Disclosed by Recruiter,1-6,javascript sql xml server css technical software developing html tracking database web application_development net programming ajax development dom solid data_integrity stored_procedures reporting_tools application applications,Programming_&_Design,AHMEDABAD,IT_Software,IT-Software Software_Services,Software Developer
Sr Structural Engineer,Not Disclosed by Recruiter,5-10,senior_design_engineer engineering_design sacs,Engineering_Design,MUMBAI,Engineering_Design R&D,Strategy Management_Consulting_Firms,Senior Design Engineer
IT Security Head ,Not Disclosed by Recruiter,4-8,c python six_sigma pmp .net html javascript sql oracle assembly_language real_time_operating_systems,Senior_Management,HYDERABAD,IT_Software,IT-Software Software_Services,Head/VP/GM-Technology(IT)/CTO
Technical Support Executive,Not Disclosed by Recruiter,2-5,technical_support_executive electrical_engineering,Voice,PUNE,ITES BPO KPO LPO Customer_Service Operations,Internet Ecommerce,Associate/Senior Associate -(Technical)
Analyst Business Intelligence,Not Disclosed by Recruiter,1-3,data_analysis automation google_analytics excel analytical business_intelligence analytics product_marketing sql data_extraction,Programming_&_Design,MUMBAI,IT_Software,IT-Software Software_Services,Business Analyst
Nokia WING Circuit Core SMSC Engineer,Not Disclosed by Recruiter,5-10,detail_design juniper smsc_engineer routing ip_networking network_elements network_troubleshooting high_level_design data_center switching,Programming_&_Design,NOIDA,IT_Software,Telecom ISP,Software Developer
Assistant Restaurant Manager Restaurant Manager,"3,75,000-5,50,000",5-7,assistant_restaurant_manager restaurant restaurant_manager,Food_&_Beverage,NCR DELHI,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Restaurant Manager
Digital Web Artist,Not Disclosed by Recruiter,0-3,layout visualization digital_media graphic_design html illustration tools part_time,Creative,MUMBAI,Design Creative User_Experience,Advertising PR MR Event_Management,Graphic Designer
Business Development Manager,Not Disclosed by Recruiter,2-7,selling accounts events prospecting business_operations ideas coordinating tracking closing maintaining,Senior_Management,MUMBAI,Sales Retail Business_Development,IT-Software Software_Services,Head/VP/GM/National Manager -Sales
Web GUI Designer,Not Disclosed by Recruiter,3-5,photoshop illustrator seo jquery fireworks css3 gui usability development static,Creative,GURGAON,Design Creative User_Experience,IT-Software Software_Services,Web Designer
Web Designer Html CSS Bootstrap Photoshop,Not Disclosed by Recruiter,1-3,photoshop html wordpress css3 bootstrap web_technologies html5 css,Programming_&_Design,AHMEDABAD,IT_Software,Recruitment Staffing,Graphic/Web Designer
Python Developer,Not Disclosed by Recruiter,1-3,python,Programming_&_Design,CHENNAI,IT_Software,Recruitment Staffing,Software Developer
Web Designer,Not Disclosed by Recruiter,4-5,server multimedia troubleshooting graphics audio monitoring javascript jquery user_interface css3,Programming_&_Design,AHMEDABAD,IT_Software,IT-Software Software_Services,Graphic/Web Designer
AVP FX MO,Not Disclosed by Recruiter,8-10,senior_management mis_reporting building training management risk vice_president focus trade associate_vice_president,Senior_Management,MUMBAI,Financial_Services Banking Investments Insurance,Recruitment Staffing,Head/VP/GM-Operations
Cluster Sales Head Tied Channel amp Affinity Alliances Health Insura,Not Disclosed by Recruiter,4-9,sales_head tied_channel sales business_growth profitability business_operations new_business alliances,Senior_Management,MUMBAI DELHI AHMEDABAD GUJARAT PUNE NCR NAGPUR MAHARASHTRA NASHIK,Sales Retail Business_Development,Insurance,Head/VP/GM/National Manager -Sales
Head Project Management,Not Disclosed by Recruiter,15-20,project_management,Senior_Management,NCR DELHI,Production Manufacturing Maintenance,Real_Estate Property,Head/VP/GM-Operations
Walk In For Development QA Regulatory Affairs,Not Disclosed by Recruiter,4-8,qa life_sciences development_quality_assurance life_cycle regulatory_affairs dqa qms dmf,R&D,HYDERABAD,Medical Healthcare R&D Pharmaceuticals Biotechnology,Pharma Biotech Clinical_Research,Research Scientist
Manager Accounts wazirpur mba finance salary k export House exp ,"3,50,000-4,75,000",10-14,accounting finance financial_reporting statutory_compliance gst vat,Accounts,NCR DELHI,Accounts Finance Tax Company_Secretary Audit,Iron_and_Steel,Accounts Manager
Team Leader Head Digital Prtnrshp BD,Not Disclosed by Recruiter,8-12,data_analysis consumer_research management head_business_development,Sales,MUMBAI,Sales Retail Business_Development,Construction Engineering Cement Metals,Sales/Business Development Manager
DWH Tester Manual Testing,Not Disclosed by Recruiter,4-6,testing quality manual_testing etl bi dw datawarehouse_testing,Programming_&_Design,GURGAON NCR DELHI,IT_Software,IT-Software Software_Services,Testing Engineer
Quality Assurance Engineer,Not Disclosed by Recruiter,3-5,assembly_language six_sigma pmp c javascript .net html oracle python sql,QA Testing Documentation,HYDERABAD,IT_Software,IT-Software Software_Services,Quality Assurance/Quality Control Executive
Technical Functional Skills,Not Disclosed by Recruiter,4-9,product_management business_process linkedin automation cv email git technical sdlc ideas,Sales,MUMBAI,Sales Retail Business_Development,IT-Software Software_Services,Sales Executive/Officer
Software Development Software Engineer,Not Disclosed by Recruiter,2-4,ajax javascript php erp website development software_development module mca application_development application web programming,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Inbound Phone Banking Voice Process Leading Bank Noida,"2,00,000-2,50,000",0-2,customer_service customer_care team communication bpo call_center inbound voice backend non_voice telecalling cse cro cce data_entry back_office voice_process domestic_bpo fresher trainee telemarketing outbound sales hardware networking,Voice,NOIDA,ITES BPO KPO LPO Customer_Service Operations,Fresher Trainee Entry_Level,Associate/Senior Associate -(NonTechnical)
Java Enterprise Edition,Not Disclosed by Recruiter,2-4,oracle core_java business_process outsourcing operations spring_integration j2ee spring_framework jee manager_technology,Programming_&_Design,MUMBAI,IT_Software,IT-Software Software_Services,Software Developer
Associate Clinical Data Processor,Not Disclosed by Recruiter,0-1,ms_office data_entry,Voice,MUMBAI,ITES BPO KPO LPO Customer_Service Operations,Strategy Management_Consulting_Firms,Associate/Senior Associate -(NonTechnical)
CRM,Not Disclosed by Recruiter,1-2,customer_relationship automobile proposal_preparation crm_strategy architecture database testing,Sales,BENGALURU,Sales Retail Business_Development,IT-Software Software_Services,Sales/Business Development Manager
Magento Developer,Not Disclosed by Recruiter,2-7,unix version_control prototype xml mysql php json mvc ajax css3,Programming_&_Design,AHMEDABAD,IT_Software,BPO Call_Centre ITeS,Software Developer
Merchandiser,"2,00,000-6,50,000",2-7,merchandising buyer_activities follow_ups vendor purchase vendor_development tracking,Production Merchandising Business_Development,MUMBAI NAVI THANE,Export Import Merchandising,Textiles Garments Accessories,Merchandiser
Hiring ll Azure Devops and Management Lead ll Hyderabad,"12,00,000-20,00,000",6-11,c# azure powershell script_writing api debugging devops application_integration,Programming_&_Design,HYDERABAD,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
computer operator,Not Disclosed by Recruiter,1-3,computer_operator ms_office software_services comm typing_speed who software level,N.A.,GURGAON NOIDA,Executive_Assistant Front_Office Data_Entry,IT-Software Software_Services,Stenographer/Data Entry Operator
Operation Executive,Not Disclosed by Recruiter,2-3,operations_management mobilization resource_mobilization general_management interview recruitment,Administration Facility_Management,NCR DELHI,HR Recruitment Administration IR,Recruitment Staffing,Executive/ Sr Executive - Administration
Customer Support Executive,Not Disclosed by Recruiter,0-1,customer_support_executive customer_service business_executive process,Voice,CHANDIGARH,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
Corporate Day Care Manager ,"2,50,000-3,00,000",2-4,staff_training day_care recruitment,Teachers,PUNE,Teaching Education Training Counselling,Education Teaching Training,DaycareTeacher / Incharge / Attendant
Hiring going on for US Inbound Tech Support Sales,Not Disclosed by Recruiter,1-6,process spot technical_support night_shift international_bpo,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(Technical)
